location,date,Moderna,Oxford/AstraZeneca,Sinopharm/Beijing,Sputnik V,CanSino,Pfizer/BioNTech,Johnson&Johnson,Novavax,Sinovac,Covaxin
Argentina,2020-12-29,2,3,1,20481,0,0,0,0,0,0
Argentina,2020-12-30,2,3,1,40583,0,0,0,0,0,0
Argentina,2020-12-31,2,3,1,43388,0,0,0,0,0,0
Argentina,2021-01-01,2,5,1,43513,0,0,0,0,0,0
Argentina,2021-01-02,2,6,1,46824,0,0,0,0,0,0
Argentina,2021-01-03,2,6,1,47266,0,0,0,0,0,0
Argentina,2021-01-04,2,6,1,57726,0,0,0,0,0,0
Argentina,2021-01-05,2,6,5,68445,0,0,0,0,0,0
Argentina,2021-01-06,2,6,8,78551,0,0,0,0,0,0
Argentina,2021-01-07,2,7,8,96771,0,0,0,0,0,0
Argentina,2021-01-08,2,7,8,124652,0,0,0,0,0,0
Argentina,2021-01-09,2,7,9,134860,0,0,0,0,0,0
Argentina,2021-01-10,2,7,10,136034,0,0,0,0,0,0
Argentina,2021-01-11,2,8,11,155856,0,0,0,0,0,0
Argentina,2021-01-12,2,8,14,175239,0,0,0,0,0,0
Argentina,2021-01-13,2,8,18,192001,0,0,0,0,0,0
Argentina,2021-01-14,2,8,19,208646,0,0,0,0,0,0
Argentina,2021-01-15,2,8,19,226081,0,0,0,0,0,0
Argentina,2021-01-16,2,8,19,231964,0,0,0,0,0,0
Argentina,2021-01-17,2,8,19,233025,0,0,0,0,0,0
Argentina,2021-01-18,2,8,19,242856,0,0,0,0,0,0
Argentina,2021-01-19,2,8,20,256102,0,0,0,0,0,0
Argentina,2021-01-20,2,8,20,275522,0,0,0,0,0,0
Argentina,2021-01-21,2,13,22,289629,0,0,0,0,0,0
Argentina,2021-01-22,2,16,23,298839,0,0,0,0,0,0
Argentina,2021-01-23,2,21,23,302778,0,0,0,0,0,0
Argentina,2021-01-24,2,22,23,303080,0,0,0,0,0,0
Argentina,2021-01-25,2,30,23,317281,0,0,0,0,0,0
Argentina,2021-01-26,2,68,24,330047,0,0,0,0,0,0
Argentina,2021-01-27,2,70,24,340149,0,0,0,0,0,0
Argentina,2021-01-28,2,70,24,356199,0,0,0,0,0,0
Argentina,2021-01-29,2,71,24,379691,0,0,0,0,0,0
Argentina,2021-01-30,2,71,24,389003,0,0,0,0,0,0
Argentina,2021-01-31,2,71,25,389626,0,0,0,0,0,0
Argentina,2021-02-01,2,89,25,409129,0,0,0,0,0,0
Argentina,2021-02-02,2,122,25,432967,0,0,0,0,0,0
Argentina,2021-02-03,2,130,28,459564,0,0,0,0,0,0
Argentina,2021-02-04,2,135,51,487649,0,0,0,0,0,0
Argentina,2021-02-05,2,140,58,520656,3,0,0,0,0,0
Argentina,2021-02-06,2,140,62,531576,3,0,0,0,0,0
Argentina,2021-02-07,2,140,66,532955,3,0,0,0,0,0
Argentina,2021-02-08,2,142,67,556368,3,0,0,0,0,0
Argentina,2021-02-09,2,144,73,576556,3,0,0,0,0,0
Argentina,2021-02-10,2,147,78,592167,3,0,0,0,0,0
Argentina,2021-02-11,2,150,84,610007,3,0,0,0,0,0
Argentina,2021-02-12,2,151,85,625833,3,0,0,0,0,0
Argentina,2021-02-13,2,153,87,628866,3,0,0,0,0,0
Argentina,2021-02-14,2,153,89,629016,3,0,0,0,0,0
Argentina,2021-02-15,2,153,91,630329,3,0,0,0,0,0
Argentina,2021-02-16,2,165,93,631626,3,0,0,0,0,0
Argentina,2021-02-17,2,176,96,655999,3,0,0,0,0,0
Argentina,2021-02-18,2,207,100,719771,3,0,0,0,0,0
Argentina,2021-02-19,2,389,100,787456,3,0,0,0,0,0
Argentina,2021-02-20,2,537,101,819921,3,0,0,0,0,0
Argentina,2021-02-21,2,935,101,839697,3,0,0,0,0,0
Argentina,2021-02-22,2,23510,101,884657,3,0,0,0,0,0
Argentina,2021-02-23,2,73679,103,921408,3,0,0,0,0,0
Argentina,2021-02-24,2,135717,106,953134,3,0,0,0,0,0
Argentina,2021-02-25,2,188836,110,979424,3,0,0,0,0,0
Argentina,2021-02-26,2,244861,119,1005040,3,0,0,0,0,0
Argentina,2021-02-27,2,258184,120,1009594,3,0,0,0,0,0
Argentina,2021-02-28,2,263527,121,1010370,3,0,0,0,0,0
Argentina,2021-03-01,2,316821,823,1030908,3,0,0,0,0,0
Argentina,2021-03-02,2,368429,5775,1049929,3,0,0,0,0,0
Argentina,2021-03-03,2,404366,23601,1067596,3,0,0,0,0,0
Argentina,2021-03-04,2,430061,87899,1089649,3,0,0,0,0,0
Argentina,2021-03-05,2,454341,154403,1110584,3,0,0,0,0,0
Argentina,2021-03-06,2,462250,196825,1115182,3,0,0,0,0,0
Argentina,2021-03-07,2,467234,203265,1115559,3,0,0,0,0,0
Argentina,2021-03-08,2,498797,256191,1133531,3,1,0,0,0,0
Argentina,2021-03-09,2,515123,319299,1169871,3,1,0,0,0,0
Argentina,2021-03-10,2,527198,418012,1223016,3,1,0,0,0,0
Argentina,2021-03-11,2,537131,502877,1315000,3,1,0,0,0,0
Argentina,2021-03-12,2,544648,564007,1407959,3,1,0,0,0,0
Argentina,2021-03-13,2,547621,574509,1440857,3,1,0,0,0,0
Argentina,2021-03-14,2,547670,581164,1443321,3,1,0,0,0,0
Argentina,2021-03-15,2,554085,621768,1533852,3,1,0,0,0,0
Argentina,2021-03-16,2,557201,656429,1629754,3,1,0,0,0,0
Argentina,2021-03-17,2,559905,679387,1743617,3,1,0,0,0,0
Argentina,2021-03-18,2,561589,701526,1858704,3,1,0,0,0,0
Argentina,2021-03-19,2,563430,725122,1959408,3,2,0,0,0,0
Argentina,2021-03-20,2,563767,729059,2005991,3,2,0,0,0,0
Argentina,2021-03-21,2,563789,729408,2025244,3,2,0,0,0,0
Argentina,2021-03-22,2,565252,746793,2089411,3,2,0,0,0,0
Argentina,2021-03-23,2,569940,760339,2177600,3,2,0,0,0,0
Argentina,2021-03-24,2,571216,763475,2210640,3,2,0,0,0,0
Argentina,2021-03-25,2,572564,774370,2301558,3,2,0,0,0,0
Argentina,2021-03-26,2,575204,783534,2383288,3,2,0,0,0,0
Argentina,2021-03-27,2,576091,785838,2435164,3,2,0,0,0,0
Argentina,2021-03-28,2,576984,786314,2454605,3,2,0,0,0,0
Argentina,2021-03-29,2,580558,797817,2559688,3,3,0,0,0,0
Argentina,2021-03-30,2,583420,808319,2709297,3,3,0,0,0,0
Argentina,2021-03-31,2,603350,820316,2852266,3,3,0,0,0,0
Argentina,2021-04-01,2,628906,824077,2940071,3,3,0,0,0,0
Argentina,2021-04-02,2,641722,826393,2993077,3,3,0,0,0,0
Argentina,2021-04-03,2,660365,827494,3047816,3,3,0,0,0,0
Argentina,2021-04-04,3,674751,829152,3080238,3,3,0,0,0,0
Argentina,2021-04-05,3,708565,858270,3183254,3,3,0,0,0,0
Argentina,2021-04-06,3,734996,933397,3275628,3,3,0,0,0,0
Argentina,2021-04-07,3,765212,1051677,3365425,3,3,0,0,0,0
Argentina,2021-04-08,3,789287,1181911,3446976,3,4,0,0,0,0
Argentina,2021-04-09,3,807618,1329450,3521447,3,4,0,0,0,0
Argentina,2021-04-10,3,812431,1383431,3555576,3,4,0,0,0,0
Argentina,2021-04-11,3,813297,1416282,3570164,3,4,0,0,0,0
Argentina,2021-04-12,3,823183,1511610,3646718,3,4,0,0,0,0
Argentina,2021-04-13,4,831511,1594021,3741951,3,4,0,0,0,0
Argentina,2021-04-14,4,837942,1661351,3839798,3,4,0,0,0,0
Argentina,2021-04-15,4,842122,1712489,3935497,3,4,0,0,0,0
Argentina,2021-04-16,4,845404,1758562,4009800,3,4,0,0,0,0
Argentina,2021-04-17,4,846289,1774666,4038508,3,4,0,0,0,0
Argentina,2021-04-18,4,847565,1776927,4054872,3,4,0,0,0,0
Argentina,2021-04-19,4,862952,1801870,4104987,3,5,0,0,0,0
Argentina,2021-04-20,4,915459,1825885,4151119,3,5,0,0,0,0
Argentina,2021-04-21,4,1035692,1847077,4183585,4,5,0,0,0,0
Argentina,2021-04-22,4,1152947,1862605,4228893,6,5,0,0,0,0
Argentina,2021-04-23,4,1271229,1876691,4291018,6,5,0,0,0,0
Argentina,2021-04-24,4,1325078,1878260,4327803,6,5,0,0,0,0
Argentina,2021-04-25,4,1357532,1878633,4344280,6,5,0,0,0,0
Argentina,2021-04-26,4,1430598,1886192,4435708,6,5,0,0,0,0
Argentina,2021-04-27,4,1489673,1893537,4522952,6,5,0,0,0,0
Argentina,2021-04-28,4,1541765,1921474,4601862,6,5,0,0,0,0
Argentina,2021-04-29,4,1580453,1961580,4679242,6,5,0,0,0,0
Argentina,2021-04-30,4,1610966,1997714,4727477,6,5,0,0,0,0
Argentina,2021-05-01,4,1616218,2001420,4738810,6,5,0,0,0,0
Argentina,2021-05-02,4,1622804,2015544,4758259,6,5,0,0,0,0
Argentina,2021-05-03,4,1646398,2089460,4835367,6,6,0,0,0,0
Argentina,2021-05-04,4,1669982,2183523,4949688,6,6,0,0,0,0
Argentina,2021-05-05,4,1694847,2262018,5091163,6,6,0,0,0,0
Argentina,2021-05-06,4,1712664,2326544,5211534,6,6,0,0,0,0
Argentina,2021-05-07,4,1726608,2422580,5306814,7,6,0,0,0,0
Argentina,2021-05-08,4,1730663,2464187,5335412,7,6,0,0,0,0
Argentina,2021-05-09,4,1732397,2467680,5348871,7,6,0,0,0,0
Argentina,2021-05-10,4,1742291,2531777,5416460,7,6,0,0,0,0
Argentina,2021-05-11,5,1750543,2596548,5483796,7,7,0,0,0,0
Argentina,2021-05-12,6,1756319,2735844,5536286,7,7,0,0,0,0
Argentina,2021-05-13,6,1762001,2884477,5574026,7,7,0,0,0,0
Argentina,2021-05-14,6,1771182,3032732,5612988,7,7,0,0,0,0
Argentina,2021-05-15,6,1774250,3083161,5654585,7,7,0,0,0,0
Argentina,2021-05-16,6,1775721,3126469,5677394,7,7,0,0,0,0
Argentina,2021-05-17,6,1783017,3222147,5761300,7,7,0,0,0,0
Argentina,2021-05-18,6,1792790,3267064,5904685,7,7,0,0,0,0
Argentina,2021-05-19,6,1800122,3300353,6031683,7,8,0,0,0,0
Argentina,2021-05-20,6,1810604,3335566,6168436,7,8,0,0,0,0
Argentina,2021-05-21,6,1819779,3413720,6258267,7,8,0,0,0,0
Argentina,2021-05-22,6,1821300,3457692,6313189,7,8,0,0,0,0
Argentina,2021-05-23,6,1821711,3480569,6335149,7,8,0,0,0,0
Argentina,2021-05-24,6,1822882,3500043,6402839,7,9,0,0,0,0
Argentina,2021-05-25,6,1844948,3503218,6440987,7,9,0,0,0,0
Argentina,2021-05-26,6,1871731,3536737,6533648,7,9,0,0,0,0
Argentina,2021-05-27,6,1917119,3569945,6624339,7,9,0,0,0,0
Argentina,2021-05-28,6,2009367,3598786,6749142,7,9,0,0,0,0
Argentina,2021-05-29,6,2119226,3608679,6856794,7,9,0,0,0,0
Argentina,2021-05-30,6,2178326,3610294,6924888,7,9,0,0,0,0
Argentina,2021-05-31,6,2305419,3627182,7079777,7,9,0,0,0,0
Argentina,2021-06-01,6,2454385,3640709,7232008,7,9,0,0,0,0
Argentina,2021-06-02,6,2617796,3653828,7364631,8,9,0,0,0,0
Argentina,2021-06-03,6,2840560,3666003,7479145,8,9,0,0,0,0
Argentina,2021-06-04,6,3145445,3681825,7566379,8,9,0,0,0,0
Argentina,2021-06-05,6,3423091,3686494,7610772,8,9,0,0,0,0
Argentina,2021-06-06,6,3610886,3688524,7638208,8,9,0,0,0,0
Argentina,2021-06-07,6,3890170,3697855,7702556,8,9,0,0,0,0
Argentina,2021-06-08,6,4167486,3705928,7786898,8,9,0,0,0,0
Argentina,2021-06-09,7,4426417,3712707,7893392,8,9,0,0,0,0
Argentina,2021-06-10,7,4650201,3718722,7998456,8,9,0,0,0,0
Argentina,2021-06-11,7,4834280,3729433,8170282,8,9,0,0,0,0
Argentina,2021-06-12,7,4900233,3741500,8277249,8,9,0,0,0,0
Argentina,2021-06-13,7,4944874,3743320,8313424,8,9,0,0,0,0
Argentina,2021-06-14,7,5071644,3753927,8413878,8,9,0,0,0,0
Argentina,2021-06-15,7,5200824,3759691,8536491,8,9,0,0,0,0
Argentina,2021-06-16,7,5386184,3764470,8633036,8,9,0,0,0,0
Argentina,2021-06-17,7,5615182,3770787,8711966,8,9,0,0,0,0
Argentina,2021-06-18,8,5939658,3776659,8780599,8,11,0,0,0,0
Argentina,2021-06-19,8,6126103,3779223,8824091,8,11,0,0,0,0
Argentina,2021-06-20,8,6204046,3779508,8845053,8,11,0,0,0,0
Argentina,2021-06-21,8,6342272,3780790,8875154,8,11,0,0,0,0
Argentina,2021-06-22,8,6569450,3786718,8929582,8,12,0,0,0,0
Argentina,2021-06-23,8,6763111,3811040,8974526,8,12,0,0,0,0
Argentina,2021-06-24,8,6938127,3884153,9030759,8,12,0,0,0,0
Argentina,2021-06-25,8,7157490,3993933,9078070,9,12,0,0,0,0
Argentina,2021-06-26,8,7350567,4085572,9109329,9,12,0,0,0,0
Argentina,2021-06-27,8,7449734,4143383,9128478,9,12,0,0,0,0
Argentina,2021-06-28,8,7615417,4322724,9156305,9,12,0,0,0,0
Argentina,2021-06-29,8,7792879,4495473,9180349,9,12,0,0,0,0
Argentina,2021-06-30,8,8000163,4646036,9198020,9,12,0,0,0,0
Argentina,2021-07-01,8,8313207,4748939,9213792,9,12,0,0,0,0
Argentina,2021-07-02,8,8580570,4861804,9248989,10,12,0,0,0,0
Argentina,2021-07-03,8,8744371,4934957,9348516,10,12,0,0,0,0
Argentina,2021-07-04,8,8860303,4992107,9371797,10,12,0,0,0,0
Argentina,2021-07-05,8,9120344,5052123,9461351,10,12,0,0,0,0
Argentina,2021-07-06,8,9356956,5113884,9579645,10,12,0,0,0,0
Argentina,2021-07-07,8,9583478,5160752,9710134,10,12,0,0,0,0
Argentina,2021-07-08,9,9715899,5269134,9879634,10,12,0,0,0,0
Argentina,2021-07-09,11,9779008,5381072,10061951,10,12,0,0,0,0
Argentina,2021-07-10,15,9850806,5540525,10162427,10,12,0,0,0,0
Argentina,2021-07-11,17,9902353,5605362,10211544,10,12,0,0,0,0
Argentina,2021-07-12,17,9989969,5782928,10333280,10,12,0,0,0,0
Argentina,2021-07-13,17,10069755,5953875,10475949,10,13,0,0,0,0
Argentina,2021-07-14,17,10138649,6154222,10604843,10,14,0,0,0,0
Argentina,2021-07-15,17,10200669,6368825,10727929,10,14,0,0,0,0
Argentina,2021-07-16,17,10253440,6628614,10871413,10,14,0,0,0,0
Argentina,2021-07-17,17,10293743,6802838,10979175,10,14,0,0,0,0
Argentina,2021-07-18,17,10335902,6890488,11017457,10,14,0,0,0,0
Argentina,2021-07-19,18,10417058,7156527,11088732,10,14,0,0,0,0
Argentina,2021-07-20,29,10485934,7349283,11275332,12,14,0,0,0,0
Argentina,2021-07-21,35,10552518,7613357,11364355,12,14,0,0,0,0
Argentina,2021-07-22,37,10614095,7896023,11406710,12,14,0,0,0,0
Argentina,2021-07-23,40,10688807,8201734,11433639,12,14,0,0,0,0
Argentina,2021-07-24,42,10749665,8361183,11450793,12,14,0,0,0,0
Argentina,2021-07-25,59,10761260,8474635,11459543,12,14,0,0,0,0
Argentina,2021-07-26,63,10864768,8751765,11486388,12,14,0,0,0,0
Argentina,2021-07-27,90,11035292,8993788,11501734,12,14,0,0,0,0
Argentina,2021-07-28,122,11194559,9278664,11517332,12,14,0,0,0,0
Argentina,2021-07-29,137,11313248,9568433,11533516,12,15,0,0,0,0
Argentina,2021-07-30,272,11424845,9869257,11547669,12,15,0,0,0,0
Argentina,2021-07-31,1938,11486385,10073041,11555148,12,15,0,0,0,0
Argentina,2021-08-01,2209,11515766,10204293,11561558,12,16,0,0,0,0
Argentina,2021-08-02,5897,11603730,10517296,11573758,12,17,0,0,0,0
Argentina,2021-08-03,55513,11737430,10729661,11585811,12,17,0,0,0,0
Argentina,2021-08-04,77054,11879943,10970238,11598257,14,17,0,0,0,0
Argentina,2021-08-05,95740,12048191,11199124,11612510,14,17,0,0,0,0
Argentina,2021-08-06,116904,12202987,11429319,11620030,15,17,0,0,0,0
Argentina,2021-08-07,158627,12284827,11578115,11625670,15,18,0,0,0,0
Argentina,2021-08-08,197639,12307200,11675040,11628969,15,18,0,0,0,0
Argentina,2021-08-09,368337,12422833,11768935,11639366,15,18,0,0,0,0
Argentina,2021-08-10,532727,12531792,11856825,11648118,15,18,0,0,0,0
Argentina,2021-08-11,713359,12672165,11938716,11657656,15,18,0,0,0,0
Argentina,2021-08-12,850646,12809254,12031564,11682555,16,19,0,0,0,0
Argentina,2021-08-13,956454,12930783,12127210,11775929,16,19,0,0,0,0
Argentina,2021-08-14,1032825,13019488,12162319,11831820,16,19,0,0,0,0
Argentina,2021-08-15,1071561,13106939,12176840,11853480,16,19,0,0,0,0
Argentina,2021-08-16,1146970,13135527,12194427,11922703,16,19,0,0,0,0
Argentina,2021-08-17,1307915,13202247,12266780,12062126,16,20,0,0,0,0
Argentina,2021-08-18,1467106,13276029,12344777,12185787,16,20,0,0,0,0
Argentina,2021-08-19,1575124,13388692,12409136,12326337,16,20,0,0,0,0
Argentina,2021-08-20,1653426,13539461,12471537,12470530,16,21,0,0,0,0
Argentina,2021-08-21,1676456,13665122,12505787,12544677,16,21,0,0,0,0
Argentina,2021-08-22,1688309,13752198,12546373,12575105,16,22,0,0,0,0
Argentina,2021-08-23,1729465,13882972,12688251,12669460,16,22,0,0,0,0
Argentina,2021-08-24,1766887,14030787,12876413,12744632,16,22,0,0,0,0
Argentina,2021-08-25,1796704,14193327,13054092,12800751,16,23,0,0,0,0
Argentina,2021-08-26,1867191,14343074,13222607,12854177,16,24,0,0,0,0
Argentina,2021-08-27,1925749,14488883,13440864,12898621,16,24,0,0,0,0
Argentina,2021-08-28,1963072,14542451,13571788,12920183,16,24,0,0,0,0
Argentina,2021-08-29,1983057,14575921,13654595,12952631,16,24,0,0,0,0
Argentina,2021-08-30,2032283,14698422,13814323,13038526,16,25,0,0,0,0
Argentina,2021-08-31,2098823,14819493,13950781,13173974,16,25,0,0,0,0
Argentina,2021-09-01,2171722,14930003,14102388,13294193,16,25,0,0,0,0
Argentina,2021-09-02,2235079,15010459,14299593,13400784,16,25,0,0,0,0
Argentina,2021-09-03,2297249,15091528,14497351,13493955,16,25,0,0,0,0
Argentina,2021-09-04,2333641,15150374,14629754,13562111,16,25,0,0,0,0
Argentina,2021-09-05,2351028,15211495,14706052,13603811,16,25,0,0,0,0
Argentina,2021-09-06,2403949,15374496,14851780,13683229,16,25,0,0,0,0
Argentina,2021-09-07,2454454,15558480,14996598,13766901,63,25,0,0,0,0
Argentina,2021-09-08,2494264,15699306,15114068,13842105,102,25,0,0,0,0
Argentina,2021-09-09,2528237,15837046,15247142,13934576,109,26,0,0,0,0
Argentina,2021-09-10,2562629,15927824,15390982,14007520,111,26,0,0,0,0
Argentina,2021-09-11,2574640,16049331,15425914,14037387,386,27,0,0,0,0
Argentina,2021-09-12,2575500,16053560,15429273,14038287,758,29,0,0,0,0
Argentina,2021-09-13,2600079,16220080,15488114,14076491,14880,30,0,0,0,0
Argentina,2021-09-14,2647487,16345769,15548433,14121136,16076,113,0,0,0,0
Argentina,2021-09-15,2686649,16392000,15602522,14310488,17201,165,0,0,0,0
Argentina,2021-09-16,2716744,16571795,15651950,14406133,18520,4824,0,0,0,0
Argentina,2021-09-17,2737563,16684949,15743924,14528512,27093,9964,0,0,0,0
Argentina,2021-09-18,2751481,16711892,15788433,14655159,27563,18336,0,0,0,0
Argentina,2021-09-19,2770255,16781858,15819936,14671339,27607,19329,0,0,0,0
Argentina,2021-09-20,2790127,16832542,15873704,14887648,30094,21719,0,0,0,0
Argentina,2021-09-21,2800774,16868650,15943103,15076819,32582,22999,0,0,0,0
Argentina,2021-09-22,2829462,17025610,16023590,15132432,35858,26147,0,0,0,0
Argentina,2021-09-23,2909175,17062196,16095564,15173937,39725,103655,0,0,0,0
Argentina,2021-09-24,2929518,17186926,16149122,15206930,44002,128701,0,0,0,0
Argentina,2021-09-25,2937085,17210712,16216555,15227218,46511,135191,0,0,0,0
Argentina,2021-09-26,2941979,17251072,16250910,15233592,47126,136517,0,0,0,0
Argentina,2021-09-27,2965315,17355398,16354433,15271637,52724,143877,0,0,0,0
Argentina,2021-09-28,2989176,17456169,16456087,15333262,58027,151091,0,0,0,0
Argentina,2021-09-29,3010754,17527187,16540116,15398035,61942,160751,0,0,0,0
Argentina,2021-09-30,3028474,17607152,16621045,15525835,65194,187196,0,0,0,0
Argentina,2021-10-01,3045603,17748741,16668566,15597398,68965,209167,0,0,0,0
Argentina,2021-10-02,3050976,17849905,16688886,15639681,70119,217626,0,0,0,0
Argentina,2021-10-03,3054412,17916253,16696145,15664773,70286,223776,0,0,0,0
Argentina,2021-10-04,3067955,17975219,16779235,15720064,73045,239782,0,0,0,0
Argentina,2021-10-05,3084191,18039171,16818357,15799738,76677,303404,0,0,0,0
Argentina,2021-10-06,3095754,18123412,16858458,15883025,80596,327611,0,0,0,0
Argentina,2021-10-07,3125973,18223310,16894546,15934087,83289,372152,0,0,0,0
Argentina,2021-10-08,3131505,18274448,16908249,15969052,84197,387097,0,0,0,0
Argentina,2021-10-09,3136748,18316358,16929208,16011903,85013,390979,0,0,0,0
Argentina,2021-10-10,3139264,18340327,16949219,16040985,85247,393257,0,0,0,0
Argentina,2021-10-11,3142684,18361639,16978769,16058694,85476,397107,0,0,0,0
Argentina,2021-10-12,3184527,18402741,17149824,16113215,87642,433173,0,0,0,0
Argentina,2021-10-13,3199087,18441515,17367610,16172705,89750,479689,0,0,0,0
Argentina,2021-10-14,3207923,18483347,17570659,16267429,92024,552826,0,0,0,0
Argentina,2021-10-15,3216823,18518875,17750912,16375893,94610,642779,0,0,0,0
Argentina,2021-10-16,3221563,18533006,17805562,16456275,95367,741683,0,0,0,0
Argentina,2021-10-17,3224154,18537753,17820882,16495510,95450,783267,0,0,0,0
Argentina,2021-10-18,3236235,18563872,17937943,16546310,97709,997480,0,0,0,0
Argentina,2021-10-19,3244542,18597043,18075463,16600456,100491,1184904,0,0,0,0
Argentina,2021-10-20,3252543,18629278,18219782,16650274,103074,1361604,0,0,0,0
Argentina,2021-10-21,3292858,18663209,18378246,16691550,105792,1503857,0,0,0,0
Argentina,2021-10-22,3312399,18694384,18635381,16735807,107864,1612443,0,0,0,0
Argentina,2021-10-23,3318161,18709383,18763062,16764859,108390,1650715,0,0,0,0
Argentina,2021-10-24,3319825,18716190,18874304,16776789,108526,1664535,0,0,0,0
Argentina,2021-10-25,3329120,18756538,19058849,16832670,110152,1736989,0,0,0,0
Argentina,2021-10-26,3337026,18786283,19212200,16886922,111911,1898095,0,0,0,0
Argentina,2021-10-27,3345074,18817919,19374605,16930207,113648,1978405,0,0,0,0
Argentina,2021-10-28,3359948,18861808,19530835,16974403,115114,2069438,0,0,0,0
Argentina,2021-10-29,3373909,18913532,19675299,17017892,116748,2138202,0,0,0,0
Argentina,2021-10-30,3377100,18942853,19725042,17036867,117031,2165792,0,0,0,0
Argentina,2021-10-31,3379481,18955928,19815028,17047392,117165,2199476,0,0,0,0
Argentina,2021-11-01,3387154,19008100,19934425,17086368,118706,2277746,0,0,0,0
Argentina,2021-11-02,3399322,19074085,20081757,17112304,120506,2344673,0,0,0,0
Argentina,2021-11-03,3407024,19138509,20271088,17137561,122403,2405325,0,0,0,0
Argentina,2021-11-04,3414749,19190741,20478107,17163325,124202,2469403,0,0,0,0
Argentina,2021-11-05,3420498,19258806,20626864,17186281,125601,2532642,0,0,0,0
Argentina,2021-11-06,3424090,19289617,20690426,17196018,126167,2590933,0,0,0,0
Argentina,2021-11-07,3425186,19308813,20744832,17201516,126338,2638106,0,0,0,0
Argentina,2021-11-08,3429180,19369004,20849071,17221440,127513,2697967,0,0,0,0
Argentina,2021-11-09,3440878,19441495,21018195,17243738,128779,2772337,0,0,0,0
Argentina,2021-11-10,3446415,19610882,21125527,17263002,129984,2837810,0,0,0,0
Argentina,2021-11-11,3451550,19788871,21238662,17284214,131264,2900331,0,0,0,0
Argentina,2021-11-12,3457457,19948107,21364153,17305558,132294,2982237,0,0,0,0
Argentina,2021-11-13,3460277,20044376,21412177,17316378,132516,3013342,0,0,0,0
Argentina,2021-11-14,3460552,20046656,21417106,17316937,132523,3014876,0,0,0,0
Argentina,2021-11-15,3469814,20136561,21514426,17334107,133379,3136708,0,0,0,0
Argentina,2021-11-16,3476534,20230809,21642314,17355472,134343,3262008,0,0,0,0
Argentina,2021-11-17,3481554,20324598,21767316,17372941,135345,3385864,0,0,0,0
Argentina,2021-11-18,3487039,20416655,21915951,17388063,136432,3483312,0,0,0,0
Argentina,2021-11-19,3492301,20504415,22128428,17405694,137457,3547655,0,0,0,0
Argentina,2021-11-20,3494499,20559190,22211504,17412858,137618,3573314,0,0,0,0
Argentina,2021-11-21,3495289,20585522,22264344,17415862,137690,3583347,0,0,0,0
Argentina,2021-11-22,3496326,20614458,22317138,17420122,137791,3602996,0,0,0,0
Argentina,2021-11-23,3500130,20703842,22464301,17435315,138725,3681774,0,0,0,0
Argentina,2021-11-24,3504613,20799951,22617777,17452783,139646,3755715,0,0,0,0
Argentina,2021-11-25,3508374,20896551,22746471,17469667,140580,3827927,0,0,0,0
Argentina,2021-11-26,3514255,21001240,22877899,17486868,141759,3898533,0,0,0,0
Argentina,2021-11-27,3518733,21052575,22941090,17495469,142019,3927073,0,0,0,0
Argentina,2021-11-28,3521252,21079508,22981108,17499697,142146,3942371,0,0,0,0
Argentina,2021-11-29,3527775,21199941,23130654,17521237,143397,3999309,0,0,0,0
Argentina,2021-11-30,3536987,21327909,23264248,17546708,144625,4070845,0,0,0,0
Argentina,2021-12-01,3537407,21494668,23387733,17570456,145991,4133749,0,0,0,0
Argentina,2021-12-02,3537560,21647677,23532390,17595599,147564,4203140,0,0,0,0
Argentina,2021-12-03,3537650,21756525,23648959,17620857,148761,4265070,0,0,0,0
Argentina,2021-12-04,3537656,21822414,23702088,17631541,149245,4297986,0,0,0,0
Argentina,2021-12-05,3537656,21851372,23744817,17634454,149385,4319411,0,0,0,0
Argentina,2021-12-06,3537701,21943886,23876470,17655079,150662,4384107,0,0,0,0
Argentina,2021-12-07,3537803,22043457,24022566,17676144,152043,4449653,0,0,0,0
Argentina,2021-12-08,3537816,22093587,24063078,17687182,152330,4481995,0,0,0,0
Argentina,2021-12-09,3537928,22209382,24159174,17709178,154794,4545037,0,0,0,0
Argentina,2021-12-10,3537996,22326665,24258169,17734269,158260,4612942,0,0,0,0
Argentina,2021-12-11,3538015,22385678,24305540,17745079,161284,4647306,0,0,0,0
Argentina,2021-12-12,3538023,22435714,24326647,17753509,161368,4664566,0,0,0,0
Argentina,2021-12-13,3538046,22571342,24419761,17784586,165583,4724546,0,0,0,0
Argentina,2021-12-14,3538143,22707681,24516894,17816162,168797,4792827,0,0,0,0
Argentina,2021-12-15,3538235,22899344,24601126,17849218,170203,4862772,0,0,0,0
Argentina,2021-12-16,3538325,23073097,24688973,17883106,171895,4929888,0,0,0,0
Argentina,2021-12-17,3538492,23226600,24764383,17914101,173485,4997166,0,0,0,0
Argentina,2021-12-18,3538512,23291584,24806735,17928311,173775,5036811,0,0,0,0
Argentina,2021-12-19,3538515,23331711,24828068,17935138,173879,5060487,0,0,0,0
Argentina,2021-12-20,3538612,23475008,24905140,17963197,176019,5153489,0,0,0,0
Argentina,2021-12-21,3538694,23604096,24993613,17991685,179083,5254559,0,0,0,0
Argentina,2021-12-22,3538747,23717747,25078713,18019336,181703,5350455,0,0,0,0
Argentina,2021-12-23,3538770,23802254,25139133,18040569,183200,5419316,0,0,0,0
Argentina,2021-12-24,3538773,23806595,25141732,18042115,183387,5423413,0,0,0,0
